182792,2202,33099
182706,2199,33188
182637,2182,33275
182568,2160,33365
182477,2133,33482
182387,2115,33591
182297,2074,33723
182207,2043,33844
182117,2011,33964
182117,2009,33967
181968,1945,34180
181897,1902,34294
181821,1859,34414
181821,1858,34414
181673,1763,34657
181673,1761,34659
181531,1680,34882
181465,1649,34979
181393,1624,35076
181322,1597,35174
181249,1580,35264
181181,1568,35344
181115,1550,35428
181058,1539,35496
181006,1524,35563
180946,1496,35651
180897,1456,35741
180816,1446,35831
180761,1411,35921
180717,1366,36010
180674,1330,36089
180624,1312,36157
